Date,Species,Rep,Trial ,Sed (1=yes),Clam_Number,Length (siphon to foot),Width (hinge up),Did not bury,Consumed (1= consumed)
09-Aug-22,VC,9,6,1,13,27,23,,0
09-Aug-22,VC,9,6,1,14,28,23,,0
09-Aug-22,VC,9,6,1,15,29,23,,0
09-Aug-22,VC,9,6,1,16,32,25,,0
10-Aug-22,VC,10,1,1,1,31,25,,0
10-Aug-22,VC,10,2,1,1,34,39,,0
10-Aug-22,VC,10,2,1,2,32,26,,0
10-Aug-22,VC,10,3,1,1,31,25,,0
10-Aug-22,VC,10,3,1,2,25,23,,0
10-Aug-22,VC,10,3,1,3,32,26,,0
10-Aug-22,VC,10,3,1,4,32,27,,0
10-Aug-22,VC,10,4,1,1,25,21,,0
10-Aug-22,VC,10,4,1,2,32,26,,0
10-Aug-22,VC,10,4,1,3,25,20,,0
10-Aug-22,VC,10,4,1,4,29,25,,0
10-Aug-22,VC,10,4,1,5,26,21,,0
10-Aug-22,VC,10,4,1,6,27,24,,0
10-Aug-22,VC,10,5,1,1,32,27,,0
10-Aug-22,VC,10,5,1,2,26,20,,0
10-Aug-22,VC,10,5,1,3,32,25,,1
10-Aug-22,VC,10,5,1,4,35,28,,0
10-Aug-22,VC,10,5,1,5,28,22,,0
10-Aug-22,VC,10,5,1,6,27,22,,0
10-Aug-22,VC,10,5,1,7,32,26,,0
10-Aug-22,VC,10,5,1,8,32,26,,0
10-Aug-22,VC,10,5,1,9,30,24,,0
10-Aug-22,VC,10,5,1,10,27,22,,0
10-Aug-22,VC,10,6,1,1,30,26,,0
10-Aug-22,VC,10,6,1,2,28,21,,0
10-Aug-22,VC,10,6,1,3,32,25,,0
10-Aug-22,VC,10,6,1,4,32,27,,0
10-Aug-22,VC,10,6,1,5,34,28,,0
10-Aug-22,VC,10,6,1,6,27,22,,0
10-Aug-22,VC,10,6,1,7,30,25,,0
10-Aug-22,VC,10,6,1,8,29,23,,0
10-Aug-22,VC,10,6,1,9,33,28,,0
10-Aug-22,VC,10,6,1,10,33,27,,0
10-Aug-22,VC,10,6,1,11,28,23,,0
10-Aug-22,VC,10,6,1,12,32,27,,0
10-Aug-22,VC,10,6,1,13,28,23,,0
10-Aug-22,VC,10,6,1,14,30,23,,1
10-Aug-22,VC,10,6,1,15,27,23,,0
10-Aug-22,VC,10,6,1,16,28,23,,0
11-Aug-22,VC,11,1,1,1,30,24,,0
11-Aug-22,VC,11,2,1,1,31,26,,0
11-Aug-22,VC,11,2,1,2,25,19,,0
11-Aug-22,VC,11,3,1,1,32,26,,0
11-Aug-22,VC,11,3,1,2,33,27,,0
11-Aug-22,VC,11,3,1,3,31,26,,0
11-Aug-22,VC,11,3,1,4,26,20,,0
11-Aug-22,VC,11,4,1,1,28,23,,1
11-Aug-22,VC,11,4,1,2,31,25,,1
11-Aug-22,VC,11,4,1,3,31,26,,0
11-Aug-22,VC,11,4,1,4,25,19,,0
11-Aug-22,VC,11,4,1,5,25,19,,0
11-Aug-22,VC,11,4,1,6,35,29,,0
11-Aug-22,VC,11,5,1,1,29,24,,0
11-Aug-22,VC,11,5,1,2,26,22,,0
11-Aug-22,VC,11,5,1,3,30,23,,0
11-Aug-22,VC,11,5,1,4,29,24,,0
11-Aug-22,VC,11,5,1,5,31,25,,0
11-Aug-22,VC,11,5,1,6,34,28,,0
11-Aug-22,VC,11,5,1,7,31,25,,0
11-Aug-22,VC,11,5,1,8,26,21,,0
11-Aug-22,VC,11,5,1,9,27,22,,0
11-Aug-22,VC,11,5,1,10,31,25,,0
11-Aug-22,VC,11,6,1,1,35,30,,0
11-Aug-22,VC,11,6,1,2,30,24,,0
11-Aug-22,VC,11,6,1,3,30,26,,0
11-Aug-22,VC,11,6,1,4,31,25,,0
11-Aug-22,VC,11,6,1,5,30,25,,0
11-Aug-22,VC,11,6,1,6,28,23,,0
11-Aug-22,VC,11,6,1,7,30,24,,0
11-Aug-22,VC,11,6,1,8,31,27,,0
11-Aug-22,VC,11,6,1,9,35,30,,0
11-Aug-22,VC,11,6,1,10,32,26,,0
11-Aug-22,VC,11,6,1,11,35,28,,0
11-Aug-22,VC,11,6,1,12,32,25,,1
11-Aug-22,VC,11,6,1,13,28,23,,0
11-Aug-22,VC,11,6,1,14,32,27,,0
11-Aug-22,VC,11,6,1,15,28,23,,0
11-Aug-22,VC,11,6,1,16,34,28,,0
12-Aug-22,VC,12,1,1,1,31,25,,0
12-Aug-22,VC,12,2,1,1,31,24,,0
12-Aug-22,VC,12,2,1,2,31,27,,0
12-Aug-22,VC,12,3,1,1,25,20,,0
12-Aug-22,VC,12,3,1,2,32,27,,0
12-Aug-22,VC,12,3,1,3,25,20,,0
12-Aug-22,VC,12,3,1,4,32,26,,0
12-Aug-22,VC,12,4,1,1,35,27,,0
12-Aug-22,VC,12,4,1,2,32,27,,0
12-Aug-22,VC,12,4,1,3,30,25,,1
12-Aug-22,VC,12,4,1,4,31,27,,1
12-Aug-22,VC,12,4,1,5,35,30,,0
12-Aug-22,VC,12,4,1,6,33,26,,0
12-Aug-22,VC,12,5,1,1,33,27,,0
12-Aug-22,VC,12,5,1,2,35,30,,0
12-Aug-22,VC,12,5,1,3,33,27,,0
12-Aug-22,VC,12,5,1,4,30,25,,0
12-Aug-22,VC,12,5,1,5,25,21,,0
12-Aug-22,VC,12,5,1,6,34,27,,0
12-Aug-22,VC,12,5,1,7,34,28,,0
12-Aug-22,VC,12,5,1,8,32,26,,0
12-Aug-22,VC,12,5,1,9,30,24,,0
12-Aug-22,VC,12,5,1,10,27,23,,1
12-Aug-22,VC,12,6,1,1,33,29,,0
12-Aug-22,VC,12,6,1,2,30,25,,0
12-Aug-22,VC,12,6,1,3,35,29,,0
12-Aug-22,VC,12,6,1,4,35,28,,1
12-Aug-22,VC,12,6,1,5,31,26,,0
12-Aug-22,VC,12,6,1,6,32,25,,0
12-Aug-22,VC,12,6,1,7,33,28,,0
12-Aug-22,VC,12,6,1,8,34,27,,0
12-Aug-22,VC,12,6,1,9,34,28,,0
12-Aug-22,VC,12,6,1,10,32,27,,0
12-Aug-22,VC,12,6,1,11,33,28,,0
12-Aug-22,VC,12,6,1,12,35,20,,0
12-Aug-22,VC,12,6,1,13,30,27,,0
12-Aug-22,VC,12,6,1,14,29,24,,0
12-Aug-22,VC,12,6,1,15,35,29,,0
12-Aug-22,VC,12,6,1,16,31,26,,0
